artist,release,label,review
Bullwackies All Stars,Black World Dub,Wackies,"Out originally in 1979, on the Wackies’ imprint Hardwax. (The original cover celebrated the first year of Honest Jon’s new reggae shop Maroons Tunes, Bullwackies’ UK distributor.) 
Leroy Sibbles and Joe Auxumite, Drifter and Skylarking… Sibbles guides a tough selection, as well as sharing bass duties. There are versions of his classic composition Guiding Star and stylish Wackies heavyweight, This World; and Tribute To Studio One reworks Heptones Gonna Fight / Hail Don D. as modern steppers, with the kit-drums — as throughout this album — supplemented effectively by the in ting from Japan. Drifter and Skylarking put in appearances; and two full Joe Auxumite vocals from the solo album scheduled for release around this time, but abandoned when most of the tapes were lost. A dub version of Delroy Wilson’s Rain From The Skies rounds out proceedings."
Bunny Lee & The Aggrovators,Super Dub Disco Style,Pressure Sounds,"A strong set of dubs mixed by Tubby’s proteges Pat Kelly and Stanley ‘Barnabas’ Bryan.
“I think I did a lot of things that nobody explored at Tubby’s before,” remembers Kelly. “I get better quality recording, separation of sound that you could call stereo… I was more the vocal man who mix vocal – not that I didn’t like dub, but I gave vocals my special attention. I like the blend of instruments. If you listen to my mix it’s a blend, nothing really sticking out sometime. A lot of other dubs, something sticks out, or becomes contrary or overloaded. I didn’t mix like that. I liked it to be musical. It wasn’t very hard, because most of them were very good songs, they were unique songs, so you couldn’t generally go wrong.”
The CD throws in Tommy McCook’s excellent Disco Rockers album."
Bunny Lee Allstars,Ivan Itler The Conqueror,Pressure Sounds,NA
Bunny Lee Presents,Dubbing In The Front Yard & Conflict Dub,Pressure Sounds,NA
Bunny Lie Lie,Take It Easy Girl,The Buke Star,NA
Bunny Striker Lee,Next Cut!,Pressure Sounds,"A tremendously enjoyable mixture of alternate takes, dubplates and overlooked gems.
Run the Johnny Clarke opener, for a taste of the vibes; Enforcement, for a feel of the cloth."
Bunny Striker Lee,Full Up: Early Reggae Productions 1968-1972,Pressure Sounds,NA
Bunny Striker Lee,Tape Rolling!,Pressure Sounds,"Slim Smith, I Roy, Augustus Pablo, King Tubby, Horace Andy and co, 1971-4; for the most part previously unreleased."
Charmaine Burnette,(Am I The) Same Girl,Jazzman,Sweet London Lovers Rock version produced by Dennis Forbes in 1981. (The same session as Sugar Minott’s Good Thing Going.)
Burning Spear,Marcus Garvey / Garvey's Ghost,Mango,NA
Burning Spear,Social Living,Island,NA
Prince Buster,Funky Jamaica,Prince Buster,Courtesy of Rock A Shacka.
Prince Buster,I Feel The Spirit,Dynamite!,"The 1963 LP debut of Cecil Bustamente Campbell, with backing from Drumbago, Lester Sterling, Rico and co, featuring quintessential Blue Beat like Madness and Shaking Up Orange Street."
Prince Buster,Lion Of Judah,Prince Buster,"The Lion of Judah shall break every chain. Although their oppression around us may fall, the Lion of Judah shall conquer them all. 
On the flip, the Bore Nose Coolie ain’t ruly, neither. 
Bustamente fire."
Prince Buster,Skahara,Prince Buster,Courtesy of Rock A Shacka.
Prince Buster,Sata Masa Gana,Earth Sound,NA
Prince Buster,Earthquake,Earth Sound,"An alternate cut of his typically bumptious, braggadocious tribute to the street that sells the beat. Plus the version excursion of his deadly do-over of Pressure And Slide."
Prince Buster,Message To The Black Man,Earth Sound,NA
Prince Buster,Let's Go To The Dance,Prince Buster,NA
Prince Buster,It's A Fire,Earth Sound,"Hats off. What a hard man fe dead.
Here he is with Pablove Black. Three cuts of Java."
Busty Brown,Soon I'm Gonna Make It,Pressure Sounds,NA
Harold Butler,Dedication Rock,Digikiller,"Utterly murderous instrumental whipped from the rare first volume of Jah Children Invasion. 
Backed with a Jerry Harris excursion missing-in-action from the DK reissue of his I’m For You… LP."
Leslie Butler,Reggae Rhapsody,Federal / Dub Store,Groovy version of the Deodato-CTI Gershwin interpretation; with a Willie Lindo. The dub does the trick.
Trevor Byfield,Love Me Version,Digikiller,"Our nomination for the heaviest dub of all time… When the Rootical Dubber had a go at reissuing this group of records, many years ago, we remember him saying this one was just too awesome to contemplate."
Trevor Byfield,Jah Guide,Digikiller,"Top-notch dubwise roots, with masterful trombone and extra percussion, originally on Ethnic Fight."
Junior Byles,Lorna Banana,Pressure Sounds,"In fine form on a classic Upsetters, witty and brilliant."
Junior Byles,A Place Called Africa,Orchid,NA
Junior Byles,Beat Down Babylon,Trojan,NA
Byron Lee And The Dragonaires,Frankenstein,Soul (Dub Store),"Legendary ska destroyer.
Frankenstein passing through Rome, riding West.
All the Byron a rudie needs (except maybe Childe Harold)."
Byron Lee And The Dragonaires,Uptown Top Ranking,VP,NA
Susan Cadogan,,Trojan,NA
Caleb Sweetback,Zion Here I Come,Black Spade,"Breathtaking US roots. A super-heavyweight, high-drama Zap Pow rhythm, with luminous singing by Horace Campbell, on his own label. Second of just two Black Spades. You’d be mad to pass."
Calling 1000 Dread Locks,A Dub Session In... Jamdon,Chalwa,"Near-mythical dub LP recorded in the mid-seventies between King Tubbys in Kingston and Sid Bucknor’s studio in Chalk Farm, London. 
Performed by Skin Flesh & Bones, The Cimarons, Zabandis, Byron Otis, Bunny McKenzie, Candy McKenzie, Pablo, Hughie, Trevor Starr, Jackie Parris, Dennis Alcapone and Dave Barker. Arrangements by Tubby and Alton Ellis. 
This superbly presented reissue is mastered from the original tapes by Hornin’ Sounds, with the A-side cut inside-out (so put the needle down where the run-off would be), for better-sustained detail and dynamics.
Not to be missed."
Al Campbell,Wise Words,Tuff Scout,NA
Al Campbell,Gone Down The Drain,Reggae Road,"Super-heavy, doomy and nihilistic; a Shaka weapon."
Al Campbell,Working Man,Reggae Road,NA
Al Campbell,Big Man,Reggae Road,NA
Al Campbell,Monkey Sample,Taxi Productions,NA
Al Campbell,Don't Take Your Gun To Town,Jammy's / Dub Store,NA
Cornell Campbell,Hey Mr. Cop,Firehouse / Dub Store,"Typically fine singing, over crisp, bare Tubbys digi, with strong backing vocals on both sides. 
Hey Mr. Cop is a draft of the song he recorded for Bunny Lee, over Rumours; the flip does over his Jammys smash.
Dubplate action."
Cornell Campbell,Jah Give Us Love,Pressure Sounds,"Four brisk steppers cuts of the Cornell Campbell roots classic, produced by Roy Cousins. CC himself; a minimal, dubwise Prince Far I; a Charlie Chaplin; a dub."
Cornell Campbell,Give The Little Man A Great Big Hand,Pressure Sounds,"Nice, sincere version of the William DeVaughn classic. Cornell is well-suited to the song, though Tubby’s dub says everything that needs to be said."
Cornell Campbell,Money,Live And Learn,With the High Times players.
Cornell Campbell,Destiny,Tuff Scout,NA
Cornell Campbell,Hypocrites,Tuff Scout,NA
Cornell Campbell,Nothing Don't Come Easy,Jammy's / Dub Store,"Rough! Same rhythm as Frankie Paul’s Leave It To Me. Moody, inimitable, brilliant Jammys, with inspirational singing by the great CC."
Cornell Campbell,Hail Him,Partial,NA
Cornell Campbell,Ropin',Radiation,"Bunny Lee clobber — with a couple of stray Joe Gibbs — originally issued on the Third World subsidiary Justice in 1980. 
Bandulu sticks it to rudie over a Late Night Blues excursion; that’s Errol Scorcher toasting on Just My Imagination."
Cornell Campbell,Dance In A Greenwich Farm,Radiation,NA
Cornell Campbell,You're No Good,Lee's / Dub Store,"With a deadly, riding-east tang to the moody rhythm, sublime singing, murderous bass… another scorcher."
Cornell Campbell,Peace in The City,Freedom Sounds UK,NA
Icho Candy,Cool Down Sufferer,Digikiller,"Top-notcho Icho from Tesfa McDonald’s mixing-desk, early-80s. Winston is a Horace man, obviously."
Capleton,Rise Them Up,Rude Boy,NA
Don Carlos,Prepare Jah Man,Digikiller,"Giddily deep re-cut of Brimstone And Fire, from the Reckless Roots Rockers compilation."
Don Carlos,Day To Day Living,Greensleeves,"Roots Radics, Scientist business."
Don Carlos,Day To Day Living,Greensleeves,NA
Don Carlos,Black History,Digikiller,NA
Carlton And The Shoes,What A Day,Live And Love / Jah Fingers,"Ravishing black harmony roots; cheerfully apocalyptic, rhythmically swinging and buoyant, with bubbling horns and stripped dub. It’s a must."
Carlton Bryan,Gridlock,Roots Invasion / Jah Fingers,NA
Carlton Hunter,You Know Why,Union,"Over the same almighty rhythm as Jacob Miller’s Who Say Jah No Dread. 
With more heartfelt, well-constructed lovers on the flip, by one Pete Campbell.
Obscure, but seemingly first released in the UK, in 1980."
Carlton Manning,We Will Live & Love,Gay Feet / Dub Store,"Gorgeous singing by Carlton (from Carlton & The Shoes and The Abyssinians), with tasty nyabinghi drumming in the accompaniment.
“I was writing songs but I didn’t record until 1968. I did one song for Lee Scratch Perry. He gave me £5 and then I didn’t hear anything more about it. Then I went down to Mrs Pottinger, did one song for her named Live and Love on the Gay Feet label. It was played on the radio for a couple of days and it wasn’t going anywhere really because she had some good artists down there at the time and they did some songs that were doing well, so my song wasn’t getting much promotion and it wasn’t being played. I think I heard it twice on the radio and then I didn’t hear it anymore.”"
Carolene Thompson,Be Thankful,Peckings,NA
Errol Carter,Hold Up Your Head,Success,"Aka Flabba — copping a little Spear, a little Johnny Clarke."
Lacksley Castell,Jah Love Is Sweeter,Orchid,NA
Lacksley Castell,Tug-A-War Games,Pressure Sounds,"LC made killer records for Lee Perry, Jammys and Rockers International — and surely this is a classic, missing-in-action Augustus Pablo production (with AP himself on melodica)... with a third-party dub. The vocal cut is fab. The bass will be murders through scoops.
Coupled with a soulful Royals, produced — naturally — by Roy Cousins, with an eye on Gamble and Huff."
Lacksley Castell,Black Sheep,Jammy's,"Killer. Despairing sufferers over a top-notch, moody, dubwise Jammys excursion on Every Tongue Shall Tell; plus ace dub. Bim."
Cavaliers,Blue Ska,Federal / Dub Store,NA
Cavaliers,Tribute To Ska,Federal / Dub Store,NA
Cecile,Jamaicanization,Kingstone,NA
Chaka Demus,Original Kuff,Jammy's / Dub Store,NA
Cham Featuring O,Tun Up,First Name,NA
Anthony Chambers,Jah Foundation,High Music / Dub Store,"Terrific roots plodder from 1982, with Bertram Brown and King Tubby at the controls."
Channel One,Maxfield Avenue Breakdown: Dubs And Instrumentals,Pressure Sounds,NA
Channel One Enamel Pin,,Digikiller,"Properly made in two pieces, pin and sprung clasp. Trim."
Channel One Special,Rocks And Mountains,Digikiller,"Previously on dubplate only, this legendary UK soundsystem weapon was produced by Sly And Robbie at Maxfield Avenue in the early eighties, with (perhaps) the Mighty Travellers at the microphone. Pure murder, back in."
The Chantells,Blood River,Phase One,"Lloyd Forest, Tommy Thomas and Samuel Bramwell at Joe Gibbs."
Charlie Organaire,Bad Boy Charlie,Studio One / Dub Store,NA
Charlo,Locks Lion,Pablo International,"Carlton Barrett at the Black Ark in 1975, on a spare Upsetters rhythm, with Pablo playing clavinet. Lovely stuff."
Check The Winner,The Original Pantomine Instrumental Collection 1970-1974,Greensleeves,NA
Chockey Taylor,False Dread,High Note,NA
Chosen Brothers,Mango Walk,Wackies,With a killer response by Rhythm And Sound on the flip.
The Chosen Few,Am I Black Enough,Crystal / Dub Store,NA
The Chosen Few,I'm Sorry,Crystal / Dub Store,NA
The Chosen Few,People Make The World Go Round,Crystal / Dub Store,Fine version of The Stylistics’ smash.
Ciddy Bop,Warrior,Digikiller,"Minimal, deep, dazed roots, steeped in session vibes.
Featuring Sly and Robbie at Channel One, from the same master tape as Rocks And Mountains (and likewise a Shaka plate, back in the day)."
John Clarke,Visions Of John Clarke / Rootsy Reggae,Wackies,"Visions Of John Clarke was a little thrown together for its original release in 1979. Still, its sleeve carried a ringing endorsement from Bullwackies himself — ‘President of the John Clarke Fan Club’."
John Clarke,Big Leg Mary,Wackies,"‘Double-sided murder Wackie’s from 1978. Originally released on the Jumbo Caribbean Disco label from Brooklyn. Big Leg Mary is on the same rhythm as Wayne Jarrett’s killer Come Let’s Go. Wasn’t It You is a different cut from the earlier one on the Senrab label, but equally lethal. Both sides fully smoked-out dubwise trademark Wackie’s style, and essential.’"
Johnny Clarke,African People,Jackpot,NA
Johnny Clarke,Guidance,Iroko,NA
Johnny Clarke,Love For Everyone,Weed Beat,NA
Johnny Clarke,Peace In The Ghetto,Fat Man,NA
Johnny Clarke,Satisfaction,Radiation Roots,NA
Johnny Clarke,Enter Into His Gates With Praise,Radiation Roots,"Breaking through in 1975, with Bunny Lee and King Tubby. An irresistible blend of mighty roots classics like None Shall Escape The Judgement — those in-ting, militant flying cymbals, retrieved from ska — and revives of Slim Smith, Delroy Wilson and The Paragons, and covers of US soul."
Johnny Clarke,Creation Rebel,VP,NA
Johnny Clarke,Golden Snake,Atom / Dub Store,"A Keith Hudson production with a strong whiff of Studio One to its bumping rhythm. JC typically bosses this song about requited love, which gives no clue where the golden snake comes in.
That’s none other than Clive Chin from Randy’s, toasting on the flip."
Johnny Clarke,Jah Love Is With I,Greensleeves,NA
Johnny Clarke,Rockers Time Now,Get On Down,NA
Johnny Clarke,Give Yourself A Try,Observer,NA
Gussie Clarke,The Right Tracks,VP,"A magnificent survey of his productions. Leroy Sibbles, Tommy McCook, Leroy Smart, Augustus Pablo, Horace Andy, Gregory Isaacs, I-Roy, Dennis Brown… Forty tracks on the CD."
Gussie Clarke,From The Foundation,VP,NA
Class,The Winner,Tuff Scout,NA
Claude Fontaine,,Innovative Leisure,NA
Ras Clifton,Queen Of The Universe,Wackies,"Ras Clifton’s delirious hymn to Black womanhood is backed by the original Wackies crew — Allah, Clive Hunt, the Sylvester Brothers. Look Over Yonder originally appeared in 1975, as a 7-inch on the Wisdom-Rock label which Wackies created for Clifton: this 1982 reworking is more spacious and contemplative.
Deep, charged reggae with musical inspiration to spare over extended mixes — and Lloyd Barnes at the desk steals the show.
Back in."
Clive Field Marshall,Poor House Rockers,Wackies,"On its original release in 1981, this deejay album sold out so quickly that Wackies was unable to supply his customary distributors outside New York; and it has been high on Wackies-collectors’ lists ever since."
Clive Wilson & The Skatalites,"One Ska, One Ounce Of Weed, One Beer",Federal,"Previously a super-scarce JA blank. Hail the almighty Don D’s scorching solo — flashing a split-second premonition of Rico on Message To You, Rudy."
