artist,release,label,cat_no,review,release_id
Jean Nipon,Put It In The Trunk,Clek Clek Boom,12008,"Heavy, minimalist UK Tech House w/ Electro touch",67451
Kowton,She Don’t Jack,Idle Hands,005,"Subtle jacking & ultra reduced, moody house on Bristol’s superb Idle Hands label ",62483
Wife,Stoic,Left Blank,006,"Far out, IDM, leftfield UKG & Indie Pop hybrid EP",67438
Ramadanman & Appleblim,Void 23 EP,Aus Music,1031,Smart big room party cuts,62154
Iron Curtis & Ultrademon,Shift 002,Midnight Shift,002,Disco grooves & tripping Electronica wrapped Tech House set,35671
Jacques Greene,Ready EP,3024,019,Party guaranteed UK Funky House,66292
Wbeeza,Peckham Fly,Third Ear,201205,Classic Filter Disco & Basement Jaxx reminiscent House tracks,65694
Two Armadillos,Golden Age Thinking Part 2,Two Armadillos,001.2,Smooth 90’s inspired Deep House tools,65496
Myown,Vesna,Left Blank,004,"Far out, IDM-ish leftfield UKG EP",65766
Ventress,EP,Avian,002,DJ tool Dub/Ambient Techno,64483
Joe,R.E.J. Bit,Hemlock,020iii,The class of 2012 - Hemlock UK Techno/House showcase - Highly Recommended!,67134
Tessela,D Jane,Punch Drunk,027,Funky UK Techno banger,65142
Trus’me,Remixes,Prime Numbers,016,Fine tripping mixes of House originals,67387
Lee Jones,The Moose Mingles’ EP,Aus Music,1136,DJ tool House,64762
Randomer,"We Laugh, We Scream",Hemlock,018,"Noisy, loud, direct Breakbeat Techno hybrids",66744
Kenny Larkin,The Chronicles,Rush Hour,104 CD,Extensive compilation of essential Kenny Larkin prod. Detroit Techno tracks,00218
Wraetlic,Wraetlic LP Sampler,Convex Industries,005,IDM b/w Scuba Tech House version,67285
Falty DL,Hardcourage,Ninja Tune,Zen 12321,"Fine, sub heavy House cuts w/ subtle UK Hardcore vibes",66288
Shelter Point,Forever For Now,Hotflush,035,’Indietronica’ charged post-Dubstep UK Pop EP,67138
Falty DL,Atlantis,Ninja Tune,Zen 12298,"Leftfield UKG, Electronica & House cuts",64516
Jack Dixon,E,Hotflush,HFT 026,Big room DJ tool Tech House,66962
Sigha,Living With Ghosts,Hotflush,CD 009,"Well executed, fine balanced mixture of Techno, Electronic Drone & in between",67086
Alex Coulton,Candy Flip,Idle Hands,010,"Jacking, minimalist UK House",65426
LV,Sebenza,Hyperdub,HDB 063,"Effective, crafty UK Funky party cuts",66354
Kowton vs. Dusk,EP,Keysound,025,Finest swinging UKG & House tunes,65073
Ena,Purported,7even,025,"Dubbed out, stepping Techno trips",66960
Sarrass,Lust EP,Third Ear,110,Minimalist house,60577
Sarass,A New Day,Third Ear,201208,Uplifting Deep house tools,66653
Lukid,Lonely At The Top,Glum,Kid 004,"Slightly noisy, raw, UK Bass affine, lounge aimed leftfield House & downtempo grooves",31507
Vatican Shadow,Ornamented Walls,Modern Love,080,Noisy Industrial/Ambient album,66881
Demetrico Giannice,Slow EP,Third Ear,201101,Solid jazzy atmospheric DJ tool house,62816
Benjamin Brunn,Hello Ammmerika EP,Third Ear,201104,DJ tool disco house,63546
Paul Woolford & Psycatron,Stolen,Hotflush,HFT 018,Big room Tech House,64345
South London Ordnance,Big Boss Theme EP,Audio Culture,005,"Bouncy, dark, stomping Techno",66693
South London Ordnance,Witch Hunt,Teal,006,Techy UK DJ tool House,66778
Samuli Kemppi,Quadrant EP,Komisch,012,Sparse metallic Acid Techno tracks,66612
Kryptic Minds & Paul Mac,Elements,Osiris Music,022,"Dark, atmospheric Techno",66696
Fis,The Commons,Exit,Mini LP 001,"Diverse leftfield Drum & Bass & Dubstep, IDM & breakbeat rooted EP",66692
Synkro,Progression,Exit,034,Leftfield UKG/Drum & Bass hybrid cuts,65037
Floating Points,J&W Beat,Planet Mu,242,UK garage & electronica infected house cuts,59131
Indigo,Wake EP,Hypercolour,Ltd. 006,Fine DJ tool Techno,66580
Amir Alexander,Everybody’s Beautiful EP,Hypercolour,Ltd. 007,Fine DJ tool House,66581
Team Doyobi,Digital Music 1,Skam,032,Tripping Downtempo & IDM EP,66295
El Prevost,Money Honey,Third Ear,201004,House EP w/ jazz & movie score atmosphere,62076
George Fitzgerald,Shackled,Hotflush,HFT 019,Upbuilding UKG/UK Funky House hybrids,64672
Basic Soul Unit,Swept Up,Nonplus,020,"Classy, rough, oldschool Techno-id stepping cuts (one NM- copy)",66495
Terror Danjah,You Make Me Feel,Hyperdub,HDB 058,R’n’B-ish wild UK funky related party cuts,64611
DJ Nate,Da Trak Genious,Planet Mu,280,Compilation of DJ Nate ’Footwurking’ or ’Jukin’’ tracks - an update of the Chicago ’Ghetto House’ phenomenon,61684
Lowjac,Slowjac EP,Bliq,002,Floating chords driven dub house w/ excellent XDB version & down tempo house bonus cut,62525
Fudge Fingas,Now About How,Prime Numbers,LP 002,Chilled disco funk infected house album,62958
Cluekid,Into the Jungle,Terrain,005,Crafty DJ tool Dubstep,66373
Bambounou,Night,Clek Clek Boom,12005,Party guaranteed UK Funky House,66294
Goth-Trad,Two Faced,Deep Medi Musik,033,Dubstep rave tunes,62239
Mark Broom,Hypnotic Regression,Edit Select,013,"Perfect, big room DJ tool Techno",66412
Percussions,Bird Songs,Text,017,Killer DJ tool House,66403
Champion,Crystal Meth,Butterz,011,"Party guaranteed, hard hitting UK Funky cuts",66389
Wbeeza,Bagwag EP,Third Ear,201106,DJ tool House w/ Jazz & Disco borrowed atmospheres,63971
Manaré,Quartz,Clek Clek Boom,12006,UK House/Funky party cuts,66367
Powell,Body Music EP,Diagonal,002,Industrial-esque & Techno related rhythmical textures & drones,66346
Hey-O-Hansen,We So Horny - Serious Pleasure Riddims,Pingipung,019 CD,CD version of classy 2011 album; ’A study in Austrodub Fidelity sound’ - TIP!,32357
dBridge,presents Velvit,Convex Industries,002,"Stepping, atmospheric, techy tunes w/ UK Funky crossover potential",65785
Girl Unit,Club Rez,Night Slugs,013,"Wild, party guaranteed mixture of UK Funky rave & Italo Disco revival",65899
Jon Convex,Idoru EP 1,Convex Industries,003,1980s synth pop rooted cuts w/ electroesque & Tech House excursions,66197
Scuba,NE1BUTU,Hotflush,PER 002,Early 1990s UK Dance Pop rooted cut b/w SCB Techno version,66198
SP-X,Stalker EP,Komisch,011,Effective DJ tool Techno,65912
October & Borai,I Didn’t Mean To,Apple Pips,016,"Excellent, epic & Ambient-ish Techno",65889
Raime,Hennail,Blackest Ever Black,005,"Subtle pulsating, dubbed out wonderful electronic pieces (repress w/o sleeve)",64637
Vatican Shadow,Iraqi Praetorian Guard,Blackest Ever Black,008,Industrialesque indie rock hybrids w/ awesome Regis version (repress w/o sleeve),65540
Endian,Birdhouse,Nonplus,019,Fine techy UKG/House cuts,65753
Oceania,Postable EP,7even,024,Tripping leftfield  Dubstep w/ subtle Indie Pop appeal,65895
Guy Andrews,The Wait,Hotflush,HFT 022,"Classy, techy UK Funky cuts",65892
Kevin McPhee,Sleep,Idle Hands,007,Chilled UKF House cuts,64072
Scuba,Personality,Hotflush,LP 007,Tech House album w/ 1980/90s Dance Pop roots & recent UK Funky vibes; comes w/ CD version,65171
Trus’me,Remixes,Prime Numbers,014,"Brilliant, abstract techy, tripping mixes of House originals",65860
Goldffinch,Model,Audio Culture,003,Effective UK Funky House DJ tool cuts,65958
The Fear Ratio,Light Box,Blueprint,LP 003,Mark Broom & James Ruskin prod. experimental Techno/IDM album,64543
Dean Blunt & Inga Copeland,Black Is Beautiful,Hyperdub,HDB LP 012,"A Hype Williams production - freestyling, outsider Hip Hop, lo-fi Indie Pop & Electronica rooted psychedelica",65609
Hackman & Tessela,Now I’ve Lost My Number 4,Audio Culture,002,Crafty DJ tool UKG/UK Funky/House cuts,65754
O/V/R,Post-Traumatic Son - The Marcel Dettmann Mixes,Blueprint,030.3,Regis & James Ruskin prod. techno in three crafty remixes; comes w/ extra sleeve to hold the ’Post-Traumatic Son’ series complete,63126
GB,Presents: The Abstract Eye,Eglo,023,"Diverse, atmospheric House/Electro EP",65746
Felix Lenferink,First Bouree,Fourth Wave,006,Fine UK House,65650
Kowton,Never Liked Dancing,Idle Hands,011,"Sparse, subtle atmospheric UK House",65669
Locked Groove,Rooted EP,Hotflush,HFT 020,Slamming atmospheric Tech House EP,64935
Beaumont,Never Love Me,Hotflush,034,Downtempo & Synth Pop rooted Electronica EP,65621
Trus’me,Remixes,Prime Numbers,012,"Driving, techy DJ tool mixes of House originals",65613
Valmay,Radiated Future,Blueprint,028,Kicking DJ tool Techno,60240
Powell,EP,Diagonal,001,Industrial-esque & Techno related rhythmical textures & drones,64482
Sepalcure,Eternally Yrs,Hotflush,Sepalcure 002,Diverse IDM/UK Funky/House EP,65576
Lando Kal,Rhythm Sektion,Hotflush,HFT 021,Finest techy UK House tunes,65577
Devonwho,Strangebrew,All City,DW 12x1,G Funk inspired spaced out UKG tracks ,65490
The Town,The Movement,Clek Clek Boom,12004,Techy UK Funky rave cuts,65477
October,String Theory EP,Simple Records,1251,"Atmospheric, retroesque, techy House EP",65473
Various Artists,INFRA12005 EP,Infrasonics,12005,"Excellent mixture of UK House, Chicago track works & Footwork vibes",65467
Gerry Read,We Are,Fourth Wave,003,Stepping UKG rooted & atmospheric House cuts,64440
B. Riddim,(In) Theory EP,Third Ear,201202,Fine twisted and cinematic UKG steppers,65442
Photek & Pinch,Acid Reign,Photek Productions,016,"Acidic, techy Dubstep cut b/w 1990s UK Acid Techno reminiscent version",65369
Liviu Groza & Kennedy Smith,Could Be Anybody,Rekids,060,DJ tool House,65356
Boddika,You Tell Me,Nonplus,012,Crispy & rough techno/electro cuts from the mighty Instramental camp,62889
Rivet,Running Thick,Naked Index,003,Pure straight ahead Techno cuts,64098
Ministre X,Subtitle Of Life,Clek Clek Boom,12003,UK Funky Vocal House,65102
Radionasty,Radio,The Nothing Special,001,Driving acidic discoesque House,64980
Fudge Fingas,Mass X Remixes,Firecracker,008,Excellent ambient House trips; comes in silk screened sleeve,65056
SCB,Loss,Aus Music,1132,DJ tool tech house/techno,62916
Venetian Snares,Higgins Ultra Low Track Glue Funk Hits 1972-2006,Planet Mu,056,"Breakcore classic, one mint copy",38068
Seiji,Seiji 5,Seiji,005,Banging House cuts somewhere in between Chicago Footwork & UK Funky,64804
Kris Wadsworth,Mainline Remixes,Hypercolour,Ltd. 003,Mellow House tunes,65044
Sepalcure,Sepalcure,Hotflush,LP 006,Nice leftfield UKG/UK Funky album w/ pop potential,64566
G. H.,Ground EP,Modern Love,071,Sub heavy slow motion Ambient Techno,64491
The Crazy Brazilian,Rodeo Clown,Cross Section,160,Big room DJ tool House,64739
Sato,Glide,Ingredients,022,Techy rolling Drum & Bass,63895
Franco Cangelli,Taking The Next Cloud,Seventh Sign,013,DJ tool house b/w Sven Weisemann remix,56864
Young Hunting,The Night Of The Burning,Blackest Ever Black,006,1980’s post-wave/industrial rooted pop,64796
Presk & Cinnaman,Sweat,Audio Culture,001,Swinging minimalist Tech House/UK Funky hybrids,64777
Actress,Hazyville,Werkdiscs,CD 005,Raw & spaced out old school Chicago/Detroit house/techno rooted  tracks,61133
Outboxx,Aporia,Idle Hands,009,Smooth & moody House cuts,64737
Lego Feet,s/t,Skam,001 CD,2011 reissue of legendary first Skam release (60+ minutes running time),64734
Kevin McPhee,Blue Organ EP,Hypercolour,Ltd. 002,Disco-esque DJ tool & UKG rooted House,64722
Mosca,Dom Perignon,3024,016,DJ tool UK Funky House,64471
Kingdom,Dreama,Night Slugs,012,Full range EP from instrumental grime/hip hop to UK Funky House,64645
French Fries,Champagne,Clek Clek Boom,12001,Jacking & heavy UKG/UK Funky/Dubstep hybrid cuts,64617
SCB,Mace,Hotflush,SCB 003,Atmospheric crafty Techno/Tech House,64344
Vessel,Nylon Sunset,Left Blank,001,Full range EP from Bristol school leftfield UKG-techno crossover to Detroit techno reminiscent tunes,63379
DVA,Madness,Hyperdub,HDB 057,Swirling synth lines driven R’n’B pop b/w UK Funky stomper,64578
Arturo Garces,Necessities EP,Cross Section,158,DJ tool big room funky House,64472
VHS Head,Midnight Section,Skam,031,80s Disco/Hip Hop cut-up cuts,64310
Mark Broom & James Ruskin,No Time Soon,Blueprint,029,Crafty big room DJ tool techno,60752
Claude Young & Takasi Nakajima,Rapture,A.R.T.,011.1,Mellow tripping Techno cut in two versions,64490
Floating Points,Danger,Eglo,019,A warm Techno/House tune; comes w/ full sleeve & locked grooves,64260
Walton,Aggy,Hyperdub,HDB 053,Diverse UKF House EP w/ echoes of classic Detroit & UK Bleep Techno,64008
Hanuman,Bola (Atki2 Remix),Idle Hands,002,Heavy UK funky house party cuts,60104
Arp 101,U,Eglo,021,Instrumental R’n’B/Hip Hop w/ G-Funk vibes rooted chilled down tempo cuts,64257
Fatima,Follow You,Eglo,014,"Lounge jazz, hip hop & jazz-house EP",63307
Funkineven,Rolands Jam,Eglo,020,Retroesque Acid House,63727
Fudge Fingas,What Works,Firecracker,007,Chilled heavy grooving House tunes,64193
Ronny & Renzo,Heartbreak Theme,Rekids,056,Slower swinging epic House tune b/w Carl Craig remix,64127
Lukid,Spitting Bile,Glum,002,"Noisy, lo-fi-esque, explorative UK Bass / leftfield Techno set",31489
Breton,Counter Balance EP,Hemlock,010,Hip hop/electronic dance rooted indie rock EP,62317
Darkstar,Gold,Hyperdub,HDB 043,Blue electronic pop b/w excellent JR house version,62106
Funkineven,She’s Acid,Eglo,008,Slow motion Acid House,10696
Arp 101,Flush,Eglo,011,Twisted synth lines driven instrumental Hip Hop related beat science,10277
Mizz Beats,Are We The Dictators?,Eglo,012,Instrumental Hip Hop/downtempo related breakbeat science w/ jazzy synth line work outs,11604
Various Artists,All Night Long EP 2,Aus Music,0920,Deeper tripping house,58826
Trus’me,Working Nights,Fat City,LP 015,"2007 album, disco soul & funk rooted deep house",10330
West Norwood Cassette Library,Get Lifted,WNCL,006,DJ tool House,63832
Miles,Facets,Modern Love,068,"Dense atmospheric, experimental leftfield House/Ambient hybrid EP",63746
Jam City,Waterworkx EP,Night Slugs,011,Full on & raw techy UK funky cuts,63760
Beastie Respond,Syncopy,Teal,003,Dubby half stepping leftfield Drum & Bass compatible tune b/w jacking party Tech House,63724
Mount Kimbie,Carbonated,Hotflush,CD 004i,Post-dubstepping indie-tronica pop w/ techy atmospheric remix,63683
Deepbass,Counter Culture EP,Informa,002,DJ tool techno,63304
Ernie,Black Noise EP,Bliq,003,Crafty DJ tool house,63462
Various Artists,Bangs & Works Vol. 1,Planet Mu,290,A Chicago Footwork compilation,62410
My My & Emika,Price Tag EP,Aus Music,0924,Incl. Appleblim & Komonazmuk rmx.,59973
Various Artists,Night Slugs Allstars Volume 1,Night Slugs,AS 001 CD,Comprehensive review of label’s catalogue w/ fresh & diverse UK bass/funky music,63601
Bok Bok,Southside EP,Night Slugs,010,Party guaranteed techy jacking UK funky EP,63476
Photek,Aviator,Photek Productions,015 VSX ,Big room slow motion techno/electro rave cuts,63473
SCB,Hard Boiled VIP,Hotflush,SCB 002,Scuba’s techno side project,62372
Claro Intelecto,Metanarrative,Modern Love,038,"Beautiful tunes on the edge of electronica, dub house & classic Neo-Detroit techno",56254
Tropic Of Cancer,The Sorrow Of Two Blooms,Blackest Ever Black,003,Superb experimental edged & punk drone-rock infected cuts,63128
Julio Bashmore,Batty Knee Dance,3024,011,Perfect UK funky rooted peak hour house cuts,62938
Kirk Degiorgio & Ian O’Brien,Promenade Eleven,A.R.T.,NR 2,Reissue of classic sounding Detroit rooted techno,62934
Various Artists,Back And 4th,Hotflush,LP 005,Hotflush’s 2011 state of the art & full range compilation covering leftfield UKG rooted & dub techno infected tunes,62937
Claro Intelecto,Warehouse Sessions,Modern Love,052,"Compiles the former vinyl series, crafty & pure techno cuts",58035
#.4.26.,Frozen Border 05,Frozen Border,005,Heavy metallic stepping & deep droning killer techno,61069
L-Vis 1990,Forever You,Night Slugs,005,Heavy & refreshing UK funky house party cuts,61492
Egyptrixx,Bible Eyes,Night Slugs,LP 001,Far out tripping UK funky house centered album,62800
Demetrio Giannice,Talk EP,Third Ear,105,Classic US house rooted tracks,59195
Miles Sagnia,Transmission,A.R.T.,010,Mellow retro techno EP,62635
Deep Space Orchestra,Return To Dodge City,A.R.T.,009,Atmospheric retro techno,62543
Helixir,Undivided,7even,CD 02,Somewhere in between tripping electronica & dubbed out techno rooted crafty dubstep & UK funky house,62502
Deepbass,Rabana EP,Informa,001,DJ tool party techno,62474
George Fitzgerald,Don’t You,Hotflush,HFT 014,UKG rooted driving house b/w driving dub techno version by Scuba,62425
The Third Man,Tangier,A.R.T.,DDS 4,Classic Detroit techno inspired club friendly techno EP,62096
Matt Tolfrey & Christopher Sylvester,Almost There,Rekids,051,Epic DJ tool house,62091
Piece Of Shh,Diablo Riddim,Svetlana Industries,003,Noisy breatbeat cuts w/ a killer stripped down Zomby version,62105
Lukid,Chord,Glum,Kid 003,"Downtempo grooves centred, instrumental Cyber-Hip-Hop affine rhythm textures",31499
Optimum,Max Power,Planet Mu,283,Techy UK funky rave cuts,61909
Darkstar,North,Hyperdub,HDB CD 006,Smart electronic pop,61887
Dubkasm,Strictly Ital (feat. Ras Addis),Sufferah’s Choice Recordings,015,A Bristol roots reggae project gets the dubstep remix treatment,61880
Velour,The Velvet Collection,Night Slugs,007,Excellent heavy subs driven UK funky rooted house,61866
Kingdom,That Mystic,Night Slugs,006,Killer UK funky party cuts,61829
Nick Dunton,Journeys To The Deep Vol. 1,Surface,BSF 001,Dubby ambient techno,61796
Seiji,Seiji 2,Seiji,002,Heavy UK funky house killer cuts,61776
Will Saul & Mike Monday,Sequence 1 EP,Aus Music,1029,DJ tool tech house,61750
Kryptic Minds,Follow Me VIP,Osiris Music,010,Crafty DJ tool dubstep,61633
Kirk Degiorgio,Exodus Earth,A.R.T.,DDS 3,Effective DJ tool Detroit-ish techno tunes,61622
Likhan’,Boston,7even,016,Chords driven heavy house tunes,61508
Zinc,Crackhouse Vol. 2 Sampler,East,003,UK garage/funky rooted rave tracks,61314
Al Tourettes & Appleblim,Lipsmacker EP,Aus Music,1028,Fine twisted techno cuts w/ excellent Linkwood house version,61271
Toby Tobias,You Know EP,Rekids,048,Mellow italo disco rooted house,61265
North Manc Beds,Mancweb,North Manc Beds,004,"Distorted, experimental dark Electronica workouts",32227
Samuli Kemppi,Kosmos EP,Komisch,004,Sparse metallic & stomping acidid techno EP,61249
Darkstar,Lilyliver,2010 Records,002,R'n'b-ish dubstep w/ smart pop appeal,61132
Echospace,Vibrational Studies (In Echospace),Modern Love,063,Ambient techno & drone scapes,61077
Echospace,Liumin,Modern Love,064 CD,Ambient techno & drone scapes,61081
The Third Man,Messier 66,A.R.T.,DDS 2,Fresh & classic Detroit techno inspired club friendly techno EP,60817
Egyptrixx,The Only Way Up EP,Night Slugs,002,Excellent UK funky rooted house EP,60732
